"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"Polar Surface Area"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"CX Acidic pKa"	"CX Basic pKa"	"CX LogP"	"CX LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA (Lipinski)"	"HBD (Lipinski)"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL2110580"	"BERUBICIN"	"BERUBICIN"	"Small molecule"	"2"	"633.65"	""	""	"2.23"	"195.07"	"12"	"5"	"2"	"8"	"N"	"0.18"	"7.99"	"9.01"	"2.87"	"2.50"	"3"	"MOL"	"0"	"46"	"12"	"6"	"3"	"633.2210"	"BASE"	"C34H35NO11"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1"
"CHEMBL1540"	"PENCICLOVIR"	"BRL-39123|Denavir|FENISTIL|PENCICLOVIR|VECTAVIR"	"Small molecule"	"4"	"253.26"	"164"	"899"	"-0.90"	"130.31"	"8"	"4"	"0"	"5"	"N"	"0.54"	"11.59"	"0.94"	"-1.08"	"-1.08"	"2"	"MOL"	"0"	"18"	"8"	"5"	"0"	"253.1175"	"NEUTRAL"	"C10H15N5O3"	"Nc1nc(O)c2ncn(CCC(CO)CO)c2n1"
"CHEMBL1240705"	"CARBAPENEM"	"CARBAPENEM|SQ-27860"	"Small molecule"	"2"	"153.14"	"1"	"15"	"-0.04"	"57.61"	"2"	"1"	"0"	"1"	"Y"	"0.54"	"3.65"	"None"	"-0.67"	"-3.99"	"0"	"MOL"	"0"	"11"	"4"	"1"	"0"	"153.0426"	"ACID"	"C7H7NO3"	"O=C(O)C1=CC[C@@H]2CC(=O)N12"
"CHEMBL43708"	"IMIPENEM"	"IMIPEMIDE|IMIPENEM|IMIPENEM HYDRATE|IMIPENEM MONOHYDRATE|Imipenem hydrate|MK-0787"	"Small molecule"	"4"	"317.37"	"41"	"134"	"-0.18"	"113.72"	"5"	"4"	"0"	"7"	"N"	"0.22"	"3.44"	"11.80"	"-3.80"	"-3.80"	"0"	"MOL"	"0"	"20"	"7"	"4"	"0"	"299.0940"	"ZWITTERION"	"C12H19N3O5S"	"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O"
"CHEMBL438"	"SULFAMERAZINE"	"Mesulfa|Methypyrimal|SULFAMERAZINE|SULFAMERAZINE (TRISULFAPYRIMIDINES)|Sulfamerazine|Sulfamethyldiazine|Sumedin"	"Small molecule"	"4"	"264.31"	"127"	"319"	"1.17"	"97.97"	"5"	"2"	"0"	"3"	"N"	"0.81"	"6.99"	"2.00"	"0.52"	"0.08"	"2"	"MOL"	"0"	"18"	"6"	"3"	"0"	"264.0681"	"NEUTRAL"	"C11H12N4O2S"	"Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1"
"CHEMBL3989564"	"TOBRAMYCIN SULFATE"	"Nebcin|TOBRAMYCIN SULFATE|TOBRAMYCIN SULFATE (PHARMACY BULK)"	"Small molecule"	"4"	"1425.44"	""	""	"-6.30"	"268.17"	"14"	"10"	"2"	"6"	"N"	"0.17"	"12.53"	"9.54"	"-6.48"	"-13.16"	"0"	"MOL"	"0"	"32"	"14"	"15"	"2"	"467.2591"	"BASE"	"C36H84N10O38S5"	"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O"
"CHEMBL1751"	"DIGOXIN"	"DIGAMEX|DIGOXIN|DIGOXIN PEDIATRIC|Digoxin|LANOXICAPS|LANOXIN PEDIATRIC|LANOXIN-125|LANOXIN-PG|Lanoxin|NSC-95100|Vanoxin"	"Small molecule"	"4"	"780.95"	"241"	"1379"	"2.22"	"203.06"	"14"	"6"	"3"	"7"	"N"	"0.16"	"7.15"	"None"	"2.37"	"1.92"	"0"	"MOL"	"0"	"55"	"14"	"6"	"3"	"780.4296"	"NEUTRAL"	"C41H64O14"	"C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O"
"CHEMBL417"	"EPIRUBICIN"	"EPIRUBICIN|Ellence|Epirubicin|NSC-256942"	"Small molecule"	"4"	"543.53"	"145"	"1007"	"0.00"	"206.07"	"12"	"6"	"3"	"5"	"N"	"0.24"	"8.00"	"9.03"	"0.53"	"0.10"	"2"	"MOL"	"0"	"39"	"12"	"7"	"3"	"543.1741"	"BASE"	"C27H29NO11"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1"
"CHEMBL777"	"CLAVULANIC ACID"	"BRL 14151|BRL-14151|CLAVULANIC ACID|Clavulanate|Clavulanic Acid|RX-10100"	"Small molecule"	"4"	"199.16"	"77"	"353"	"-1.10"	"87.07"	"4"	"2"	"0"	"2"	"N"	"0.55"	"3.32"	"None"	"-1.52"	"-4.94"	"0"	"MOL"	"0"	"14"	"6"	"2"	"0"	"199.0481"	"ACID"	"C8H9NO5"	"O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21"
"CHEMBL2108611"	"INOTUZUMAB OZOGAMICIN"	"Besponsa|CMC-544|INOTUZUMAB OZOGAMICIN|Inotuzumab ozogamicin|PF-05208773|WAY-207294|WAY-207294 CMC-544"	"Antibody"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3184512"	"CLINDAMYCIN PHOSPHATE"	"CLEOCIN PHOSPHATE|CLEOCIN T|CLINDA-DERM|CLINDAMYCIN 2-DIHYDROGEN PHOSPHATE|CLINDAMYCIN PHOSPHATE|CLINDAMYCIN PHOSPHATE SYSTEM SUITABILITY|CLINDETS|Cleocin|Clindagel|Clindesse|DALACIN|DALACIN C PHOS|DALACIN T|Evoclin|NSC-618653|U 28508|U-28,508|U-28508|ZINDACLIN"	"Small molecule"	"4"	"504.97"	"5"	"11"	"0.51"	"148.79"	"8"	"5"	"1"	"9"	"N"	"0.22"	"0.71"	"7.55"	"-0.57"	"-2.35"	"0"	"MOL"	"0"	"31"	"10"	"5"	"1"	"504.1462"	"ACID"	"C18H34ClN2O8PS"	"CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1"
"CHEMBL2221249"	"COLISTIN"	"COLISTIN|Polymyxin E"	"Protein"	"4"	"2296.97"	"145"	"1332"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"2295.5570"	"None"	"C105H202N32O24"	"CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O"
"CHEMBL2218877"	"ERYTHROMYCIN ESTOLATE"	"ERYTHROMYCIN ESTOLATE|ERYTHROMYCIN LAURYL SULFATE, PROPIONYL|ERYTHROMYCIN PROPIONATE LAURYL SULFATE|Ilosone|PROPIONYL ERYTHROMYCIN LAURYL SULFATE"	"Small molecule"	"4"	"1056.40"	"10"	"22"	"2.75"	"199.98"	"15"	"4"	"2"	"9"	"N"	"0.25"	"12.68"	"7.87"	"3.74"	"3.14"	"0"	"MOL"	"0"	"55"	"15"	"4"	"2"	"789.4875"	"NEUTRAL"	"C52H97NO18S"	"CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O"
"CHEMBL1757"	"FOSFOMYCIN"	"FOSFOCINA|FOSFOMYCIN|FOSFOMYCIN CALCIUM|FOSFOMYCIN SODIUM|Fosfomycin|J01XX01|Monurol|ZTI-01"	"Small molecule"	"4"	"138.06"	"72"	"383"	"-0.09"	"70.06"	"2"	"2"	"0"	"1"	"N"	"0.39"	"1.25"	"None"	"-0.74"	"-3.18"	"0"	"MOL"	"0"	"8"	"4"	"2"	"0"	"138.0082"	"ACID"	"C3H7O4P"	"C[C@@H]1O[C@@H]1P(=O)(O)O"
"CHEMBL376488"	"BEDAQUILINE"	"BEDAQUILINE|R-207910|R207910|SIRTURO|TMC-207|TMC207"	"Small molecule"	"4"	"555.52"	"57"	"405"	"7.13"	"45.59"	"4"	"1"	"2"	"8"	"N"	"0.22"	"13.61"	"8.91"	"7.13"	"5.61"	"5"	"MOL"	"0"	"37"	"4"	"1"	"2"	"554.1569"	"BASE"	"C32H31BrN2O2"	"COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12"
"CHEMBL2364623"	"PLAZOMICIN SULFATE"	"ACHN-490|PLAZOMICIN SULFATE|ZEMDRI"	"Small molecule"	"4"	"690.77"	""	""	"-5.36"	"269.29"	"15"	"11"	"3"	"13"	"N"	"0.09"	"12.39"	"9.76"	"-6.10"	"-14.22"	"0"	"MOL"	"0"	"41"	"16"	"14"	"3"	"592.3432"	"BASE"	"C25H50N6O14S"	"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O.O=S(=O)(O)O"
"CHEMBL426926"	"ARBEKACIN"	"ARBEKACIN|ARBEKACIN SULFATE"	"Small molecule"	"0"	"552.63"	"17"	"113"	"-6.40"	"297.27"	"15"	"11"	"3"	"10"	"N"	"0.12"	"12.38"	"9.91"	"-6.85"	"-15.61"	"0"	"MOL"	"0"	"38"	"16"	"16"	"3"	"552.3119"	"BASE"	"C22H44N6O10"	"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O"
"CHEMBL606258"	"OLEANDOMYCIN"	"E704|OLEANDOMYCIN"	"Small molecule"	"0"	"687.87"	"9"	"63"	"1.91"	"165.98"	"13"	"3"	"2"	"6"	"N"	"0.27"	"12.67"	"8.38"	"2.98"	"1.95"	"0"	"MOL"	"0"	"48"	"13"	"3"	"2"	"687.4194"	"NEUTRAL"	"C35H61NO12"	"CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O"
"CHEMBL2104340"	"IBACITABINE"	"IBACITABINE"	"Small molecule"	"0"	"353.12"	"9"	"16"	"-0.93"	"110.60"	"7"	"3"	"0"	"2"	"N"	"0.59"	"13.89"	"None"	"-0.91"	"-0.91"	"1"	"MOL"	"0"	"17"	"7"	"4"	"0"	"352.9873"	"NEUTRAL"	"C9H12IN3O4"	"Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I"
"CHEMBL3989769"	"NEOMYCIN SULFATE"	"BIOMYDRIN|Biosol|CICATRENE|CICATRIN|FRADIOMYCIN SULFATE|Fradiomycin Sulfate|GPPE NSL GEL|GRANEODIN|MYCIGUENT|Mycifradin|NASEPTIN|NEO-FRADIN|NEO-RX|NEOBACRIN|NEOBIOTIC|NEOMYCIN B SULFATE|NEOMYCIN SULFATE|NEOSPORIN|NIVEMYCIN|TRIBIOTIC|VIBROCIL"	"Small molecule"	"4"	""	"7"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL491571"	"DORIPENEM"	"DORIBAX|DORIPENEM|Finibax|S-4661"	"Small molecule"	"4"	"420.51"	"142"	"1975"	"-1.60"	"162.06"	"7"	"5"	"0"	"7"	"N"	"0.31"	"3.34"	"9.51"	"-5.56"	"-5.57"	"0"	"MOL"	"0"	"27"	"10"	"6"	"1"	"420.1137"	"ZWITTERION"	"C15H24N4O6S2"	"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12"
"CHEMBL174"	"AMPICILLIN"	"AMFIPEN|AMINOBENZYLPENICILLIN|AMPICILLIN|AMPICILLIN TRIHYDRATE|AMPICILLIN/AMPICILLIN TRIHYDRATE|AMPILAR|ANHYDROUS AMPICILLIN|AY-6108|Alpha-Aminobenzylpenicillin|Amcill|Ampicillin|BRITCIN|BRL-1341|NSC-528986|OMNIPEN (AMPICILLIN)|Omnipen|Omnipen-N|P-50|PENBRITIN|PFIZERPEN-A|PRINCIPEN '125'|PRINCIPEN '250'|PRINCIPEN '500'|Penbritin|Penbritin-S|Pfizerpen-A|Polycillin|Polycillin-N|Polycillin-Prb|Principen|Probampacin|TOTACILLIN|Totacillin|Totacillin-N|VIDOPEN|WY 5103"	"Small molecule"	"4"	"349.41"	"504"	"7117"	"0.32"	"112.73"	"5"	"3"	"0"	"4"	"N"	"0.67"	"3.24"	"7.23"	"-2.00"	"-2.36"	"1"	"MOL"	"0"	"24"	"7"	"4"	"0"	"349.1096"	"ACID"	"C16H19N3O4S"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1200506"	"ERYTHROMYCIN LACTOBIONATE"	"ERYTHROMYCIN|ERYTHROMYCIN LACTOBIONATE|Erythrocin|STERILE ERYTHROMYCIN LACTOBIONATE"	"Small molecule"	"4"	"1092.23"	"1"	"3"	"1.79"	"193.91"	"14"	"5"	"2"	"7"	"N"	"0.24"	"12.45"	"8.38"	"2.60"	"1.57"	"0"	"MOL"	"0"	"51"	"14"	"5"	"2"	"733.4612"	"NEUTRAL"	"C49H89NO25"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO"
"CHEMBL374478"	"RIFAMPIN"	"BA 411661E|BA-41166E|EREMFAT|L-5103|L-5103 LEPETIT|L-5103-LEPETIT|NIH-10782|NSC-113926|RIFAMPICIN|RIFAMPIN|RIFAMYCIN AMP|Rifadin|Rifampicin|Rimactane"	"Small molecule"	"4"	"822.95"	"318"	"6768"	"4.34"	"220.15"	"15"	"6"	"3"	"4"	"N"	"0.11"	"6.80"	"7.37"	"2.95"	"2.87"	"2"	"MOL"	"0"	"59"	"16"	"6"	"3"	"822.4051"	"NEUTRAL"	"C43H58N4O12"	"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"
"CHEMBL1753"	"CLINDAMYCIN"	"Antirobe|CHLORODEOXYLINCOMYCIN|CHLOROLINCOMYCIN|CLINDAMYCIN|Cleocin|Cleocin T|Clindamycin|Sobelin|U-21,251|U-21251"	"Small molecule"	"4"	"424.99"	"283"	"3597"	"0.39"	"102.26"	"7"	"4"	"0"	"7"	"N"	"0.44"	"12.41"	"7.55"	"1.04"	"0.65"	"0"	"MOL"	"0"	"27"	"7"	"4"	"0"	"424.1799"	"NEUTRAL"	"C18H33ClN2O5S"	"CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1"
"CHEMBL2105680"	"RIFAMYCIN SODIUM"	"AEMCOLO|CB-01-11|RIFAMYCIN|RIFAMYCIN SODIUM|RIFAMYCIN SV"	"Small molecule"	"4"	"719.76"	"2"	"2"	"4.75"	"201.31"	"12"	"6"	"3"	"2"	"N"	"0.14"	"7.09"	"None"	"4.17"	"3.68"	"2"	"MOL"	"0"	"50"	"13"	"6"	"3"	"697.3098"	"NEUTRAL"	"C37H46NNaO12"	"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+]"
"CHEMBL177"	"AMIKACIN"	"AMIKACIN|Amikacin|Amikin|BAY 41-6551|NSC-177001"	"Small molecule"	"4"	"585.61"	"213"	"3264"	"-8.42"	"331.94"	"17"	"13"	"3"	"10"	"N"	"0.11"	"12.16"	"9.61"	"-8.58"	"-15.10"	"0"	"MOL"	"0"	"40"	"18"	"17"	"3"	"585.2857"	"BASE"	"C22H43N5O13"	"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O"
"CHEMBL262777"	"VANCOMYCIN"	"VANCOMYCIN|Vancoled|Vancomycin|Vancor"	"Small molecule"	"4"	"1449.27"	"360"	"10161"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1447.4302"	"None"	"C66H75Cl2N9O24"	"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O"
"CHEMBL1660"	"RIFAPENTINE"	"ANTIBIOTIC DL-473IT|DL-473|KTC-1|MDL 473|MDL-473|Priftin|R-77-3|R-773|RIFAPENTINE"	"Small molecule"	"4"	"877.04"	"119"	"620"	"5.65"	"220.15"	"15"	"6"	"4"	"5"	"N"	"0.09"	"7.00"	"7.82"	"3.70"	"3.78"	"2"	"MOL"	"0"	"63"	"16"	"6"	"4"	"876.4521"	"NEUTRAL"	"C47H64N4O12"	"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"
"CHEMBL1257070"	"FAROPENEM MEDOXOMIL"	"A-0026|A0026|BAY-56-6854|FAROPENEM DALOXATE|FAROPENEM MEDOXOMIL|SUN-A0026"	"Small molecule"	"3"	"397.41"	"9"	"88"	"0.89"	"119.42"	"9"	"1"	"0"	"5"	"N"	"0.57"	"None"	"None"	"0.23"	"0.23"	"1"	"MOL"	"0"	"27"	"9"	"1"	"0"	"397.0831"	"NEUTRAL"	"C17H19NO8S"	"Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12"
"CHEMBL1255800"	"FIDAXOMICIN"	"DIFICID|DIFICLIR|FIDAXOMICIN|OPT-80|PAR-101"	"Small molecule"	"4"	"1058.05"	"21"	"157"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1056.4252"	"None"	"C52H74Cl2O18"	"CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C"
"CHEMBL263485"	""	""	"Small molecule"	"0"	"1473.99"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1472.5368"	"None"	"C76H81ClN10O19"	"CC(C)CC(C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)N[C@@H](C(=O)O)c4cc(O)c(CN5CCN(Cc6ccc(-c7ccccc7)cc6)CC5)c(O)c4-c4cc3ccc4O)C(O)c3ccc(cc3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)C1O)N(C)C(=O)OC(C)(C)C"
"CHEMBL3989823"	"VIOMYCIN SULFATE"	"VIOMYCIN SULFATE|Viocin Sulfate"	"Protein"	"4"	"783.78"	"1"	"1"	"-8.88"	"392.86"	"15"	"15"	"3"	"10"	"N"	"0.09"	"8.99"	"22.11"	"-10.98"	"-16.45"	"0"	"MOL"	"0"	"48"	"23"	"19"	"3"	"685.3256"	"BASE"	"C25H45N13O14S"	"NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)NC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O.O=S(=O)(O)O"
"CHEMBL1208572"	"SALINOMYCIN"	"E716|SALINOMYCIN"	"Small molecule"	"0"	"751.01"	"170"	"622"	"6.19"	"161.21"	"10"	"4"	"2"	"12"	"N"	"0.17"	"4.45"	"None"	"7.51"	"4.66"	"0"	"MOL"	"0"	"53"	"11"	"4"	"3"	"750.4918"	"ACID"	"C42H70O11"	"CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C"
"CHEMBL788"	"IDOXURIDINE"	"5-IUDR|5IUDR|ALLERGAN 211|ALLERGAN-211|Allergan 211|Allergan-211|Dendrid|Herplex|IDOX|IDOXURIDINE|IDU|KERECID|NSC-39661|OPHTHALMADINE|SK&F 14287|SK&F-14287|Stoxil"	"Small molecule"	"4"	"354.10"	"168"	"659"	"-1.22"	"104.55"	"6"	"3"	"0"	"2"	"N"	"0.58"	"8.46"	"None"	"-0.53"	"-0.57"	"1"	"MOL"	"0"	"17"	"7"	"3"	"0"	"353.9713"	"NEUTRAL"	"C9H11IN2O5"	"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I"
"CHEMBL2103929"	"LYMECYCLINE"	"LYMECYCLINE|TETRALYSAL 150|TETRALYSAL 300"	"Small molecule"	"4"	"602.64"	"2"	"19"	"-0.45"	"242.98"	"12"	"9"	"3"	"10"	"N"	"0.09"	"2.11"	"9.56"	"-6.60"	"-6.63"	"1"	"MOL"	"0"	"43"	"14"	"10"	"3"	"602.2588"	"ZWITTERION"	"C29H38N4O10"	"CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL2219414"	"ERAVACYCLINE DIHYDROCHLORIDE"	"ERAVACYCLINE DIHYDROCHLORIDE|TP-434-046|XERAVA"	"Small molecule"	"4"	"631.49"	"1"	"1"	"0.29"	"193.73"	"10"	"6"	"2"	"5"	"N"	"0.22"	"2.62"	"8.53"	"-3.27"	"-3.51"	"1"	"MOL"	"0"	"40"	"12"	"7"	"3"	"558.2126"	"ZWITTERION"	"C27H33Cl2FN4O8"	"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12.Cl.Cl"
"CHEMBL1658"	"RETAPAMULIN"	"ALTABAX|ALTARGO|Aitabax|RETAPAMULIN|SB-275833"	"Small molecule"	"4"	"517.78"	"25"	"145"	"5.25"	"66.84"	"6"	"1"	"2"	"5"	"N"	"0.40"	"None"	"9.69"	"4.37"	"2.11"	"0"	"MOL"	"0"	"36"	"5"	"1"	"2"	"517.3226"	"BASE"	"C30H47NO4S"	"C=C[C@]1(C)C[C@@H](OC(=O)CS[C@H]2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O"
"CHEMBL53463"	"DOXORUBICIN"	"Adriamycin|Adriblastina|DOXORUBICIN|Doxil|Doxorubicin|EPIRUBICIN HYDROCHLORIDE IMPURITY, DOXORUBICIN-|Hydroxydaunorubicin|NSC-123127|Rubex|VALRUBICIN IMPURITY, DOXORUBICIN"	"Small molecule"	"4"	"543.53"	"1122"	"12348"	"0.00"	"206.07"	"12"	"6"	"3"	"5"	"N"	"0.24"	"8.00"	"9.03"	"0.53"	"0.10"	"2"	"MOL"	"0"	"39"	"12"	"7"	"3"	"543.1741"	"BASE"	"C27H29NO11"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1"
